(GVP) Volcano number,Volcano Name,Country,Volcano Latitude,Volcano Longitude,Volcano Elevation,Volcano Type,Population VPI5,Population VPI 10,Population VPI30,Population VPI100,Island of radius <=~5 km?,Eruption Number,Eruption VEI,Eruption start year,Date of fatal incident,Year (Eruption start year if date not specified),Century,Incident number (XXXXX-X.X = eruption number-incident number.su,Incident number extension (-X.X = Incident number.Sub-incident ,Incident / sub-incident:   Fatalities separated into multiple i,Fatality information (existing fatality information from databa,Additional fatality information and notes on distance determina,Qualitative Number of fatalities,Number of fatalities,Fatal cause  ,"Victim classification:  (Emerg) = armed forces, emergency servi",Were fatalities clustered? (eg. All in one collapsed building?),Did fatality or fatal injury occur inside or outside?,Google Earth flag number (representing approximate location of ,Quality level,QL 1 distance (km),QL2 (max. km),QL2 range (km),Distance from eruptive vent if known to be different to summit,"References (new, [legacy])"
321050,St. Helens,United States,46.2,-122.18,2549,Stratovolcano,78,427,2221,2173101,N,20557,5,1980,,1980,1900s,20557-1.25,1.25,"One incident, different distances","All known direct deaths were attributable to the lateral blast, ashfall, and lahars of the May 18 eruption. Among the 25 victims who were autopsied, asphyxiation by airway construction with ash was the cause of death in 17 and contributory in 2 others with thermal injuries. Thermal injuries alone accounted for 3 deaths; three victims died of trauma.","Two travelling alone died at Spud Mountain – one about 5 miles NW and another about 6 miles NW. These did not have Case Letters – they were not in Eisele. Baxter et al (1981) describe deaths within 27km and that most of the casualties were due to the blast. Eisele et al (1981) give precise locations, with deaths reported at 7.2 to 28.2 km (of those listed, 4 occurred within 10km (there had been an evacuation of the red zone) and 21 occurred between 10 and 30 km. (4 at 7.2km, 1 at 10.5km, 1 at 13.7km, 3 at 15.3km, 2 at 16.1km, 1 at 17.7km, 4 at 19.3km, 1 at 21.7km, 1 at 25.7km, 5 at 22.5km, 2 at 28.2km.) Most descriptions of death through tephra/occlusion of airways, however likely that these were pdc deaths (all in blast zone). Olson (2016), Hunter (2012), Eisele et al (1981) and an interactive map of Mount St Helens victims by the Columbian provide the following detail. Case letters (Case A for example) refer to Eisele et al (1981) where the victims are not named. Victims are named in the other literature.",57 total,2,PDCs,,"No, individuals",Outside,"142 -22, 142-23",QL 1,11.0,,,,"Baxter et al 1981; Eisele et al (1981); Olson (2016); Hunter, Scientific American Blogs https://blogs.scientificamerican.com/rosetta-stones/dedication-the-geologists-who-died-at-mount-st-helens/; https://blogs.scientificamerican.com/rosetta-stones/the-cataclysm-vancouver-vancouver-this-is-it/; http://www.columbian.com/mount-st-helensvictims/ "
321050,St. Helens,United States,46.2,-122.18,2549,Stratovolcano,78,427,2221,2173101,N,20557,5,1980,,1980,1900s,20557-1.26,1.26,"One incident, different distances","All known direct deaths were attributable to the lateral blast, ashfall, and lahars of the May 18 eruption. Among the 25 victims who were autopsied, asphyxiation by airway construction with ash was the cause of death in 17 and contributory in 2 others with thermal injuries. Thermal injuries alone accounted for 3 deaths; three victims died of trauma.","(no case number) 11 fatalities with no clear location. Two bodies were found in lahar deposits about 12 miles NW (Columbian), unsure of original location and whether their deaths were attributed to PDCs or lahars. A couple were last seen 4 miles west of Spirit Lake (Columbian). Another victim is thought to have likely been near Spirit Lake (Columbian). A victim was described as suffering burns along the Green River about 14 miles NW. Baxter et al (1981) describe deaths within 27km and that most of the casualties were due to the blast. Eisele et al (1981) give precise locations, with deaths reported at 7.2 to 28.2 km (of those listed, 4 occurred within 10km (there had been an evacuation of the red zone) and 21 occurred between 10 and 30 km. (4 at 7.2km, 1 at 10.5km, 1 at 13.7km, 3 at 15.3km, 2 at 16.1km, 1 at 17.7km, 4 at 19.3km, 1 at 21.7km, 1 at 25.7km, 5 at 22.5km, 2 at 28.2km.) Most descriptions of death through tephra/occlusion of airways, however likely that these were pdc deaths (all in blast zone). Olson (2016), Hunter (2012), Eisele et al (1981) and an interactive map of Mount St Helens victims by the Columbian provide the following detail. Case letters (Case A for example) refer to Eisele et al (1981) where the victims are not named. Victims are named in the other literature.",57 total,11,"Multiple - PDCs, Lahars, Tephra",,,,"142 -26, 142 -28",QL 2,,27.0,<27,,"Baxter et al 1981; Eisele et al (1981); Olson (2016); Hunter, Scientific American Blogs https://blogs.scientificamerican.com/rosetta-stones/dedication-the-geologists-who-died-at-mount-st-helens/; https://blogs.scientificamerican.com/rosetta-stones/the-cataclysm-vancouver-vancouver-this-is-it/; http://www.columbian.com/mount-st-helensvictims/ "
321050,St. Helens,United States,46.2,-122.18,2549,Stratovolcano,78,427,2221,2173101,N,20557,5,1980,,1980,1900s,20557-2.0,2.0,One incident,"A pilot of a crop duster was killed when his plane hit powerlines in central Washington State during tephra fall. In Yakima, a traffic accident, attributed to poor visibility, resulted in 1 death and 2 elderly people with heart conditions died while shovelling tephra from their property. Almost certainly, other indirect deaths also occurred.",Yakima is about 136km - approximate minimum distance 126 to maximum 141km.,,4,Indirect (Eruptive) - Accidents/Heart attacks,,,,,QL 1,136.0,,,,
322010,Hood,United States,45.374,-121.695,3426,Stratovolcano,0,850,9721,2067520,N,20576,,1907,,1907,1900s,20576-1.0,1.0,One incident,A debris flow from Polallie Creek canyon on the NE flank of Mount Hood as a result of heavy rainfall killed one person.,Secondary debris flow. ,,1,Secondary lahars,,,,,QL 3,,,,,[Gallino & Pierson (1985)]
323150,Mammoth Mountain,United States,37.631,-119.032,3369,Lava dome(s),2220,6242,7745,77851,N,,,,1998,1998,1900s,323150-1.0,1.0,One incident,,"Cross country skier was found to have died in a snow cave near Horseshoe Lake, Mammoth Mountain. The cave had formed in drifts against a (summer-only) restroom. The skier was reportedly in good health, but on autopsy found to have moderate to severe atherosclerosis, which may have contributed. Victim was found at 2730m elevation. High concentrations of carbon dioxide were measured in the snow cave, in an area of tree death due to CO2.",,1,Non-eruptive: Gas,(tour) Tourist (skier),Individual,Outside,237,QL 1,2.2,,,Within area of diffuse degassing,Hill (2000)
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1967,1967,1900s,325010-17.0,17.0,One incident,,20 year old man fell/swum into thermal feature at Nez Perce Creek area north of Old Faithful.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Park employee (non-scientist),,Outside,216,QL 1,21.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
323150,Mammoth Mountain,United States,37.631,-119.032,3369,Lava dome(s),2220,6242,7745,77851,N,,,,2006-04-06 00:00:00,2006,2000s,323150-2.0,2.0,One incident,,"3 deaths, 7 injured. Following heavy snowfall a group of 4 ski patrollers were moving a fence bounding the Mammoth Mountain Fumarole, when the snowpack gave way and two of the group fell into the hole and were asphyxiated. A third member of the group climbed in to attempt rescue with a nonrebreathable oxygen mask, but lost consciousness before he could affix it and died. A forth casualty climbed in, but put his mask on just before losing consciousness. He survived. Another patroller lost consciousness during rescue efforts but survived. Nonrebreathable oxygen masks allowed the extraction of victims 3 and 4 (those attempting rescue), and self-contained breathing apparatus worn by the fire department allowed extraction of victims 1 and 2. Many of the rescuers experienced negative effects of the gases and were admitted to hospital.  Victims 1, 2 and 3 had physiological effects consistent with asphyxiation. MMF is associated with very high concentrations of carbon dioxide. Other gases may have played a factor, as might altitude.",,3,Non-eruptive: gas,(tour) Ski patrollers,"Yes, together",Outside,238,QL 1,0.9,,,In fumarole , Cantrell and Young (2009); Hymon and Covarrubius (2006) http://articles.latimes.com/2006/apr/08/local/me-mammoth8; https://www.mammothmountain.com/remember 
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1890,1890,1800s,325010-1.0,1.0,One incident,,7 year old boy fell into thermal feature. Uncertain which hot spring,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,,QL 2,,50.0,<50,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1898,1898,1800s,325010-2.0,2.0,One incident,,9 year old boy fell into thermal feature in vicinity of Norris Geyser Basin.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,,QL 1,34.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1905,1905,1900s,325010-3.0,3.0,One incident,,4 year old boy fell into thermal feature at LaDuke Hot Springs (8-miles north of park),,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,204,QL 1,75.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1905,1905,1900s,325010-4.0,4.0,One incident,,51 year old woman fell into thermal feature near the Grand Geyser/or Vault Spring near Giantess Geyser.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,205,QL 1,14.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1919,1919,1900s,325010-5.0,5.0,One incident,,4 year old boy fell into thermal feature at West Thumb Geyser Basin,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,206,QL 1,7.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1926,1926,1900s,325010-6.0,6.0,One incident,,27 year old man fell into thermal feature in West Thumb geyser basin,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,213,QL 1,8.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1927,1927,1900s,325010-7.0,7.0,One incident,,Man fell into thermal feature near Firehole Lake in Lower Geyser Basin.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,207,QL 1,20.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1928,1928,1900s,325010-8.0,8.0,One incident,,"52 year old man fell into thermal feature, at Indigo Spring",,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,208,QL 1,16.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1929,1929,1900s,325010-9.0,9.0,One incident,,42 year old man fell into thermal feature watching Grand Geyser - Belgian Pool.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,209,QL 1,14.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1932,1932,1900s,325010-10.0,10.0,One incident,,3 year old girl fell into thermal feature at Jewel Geyser.,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,210,QL 1,16.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1933,1933,1900s,325010-11.0,11.0,One incident,,16 year old boy fell into thermal feature at Steady Geyser,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,211,QL 1,18.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1935,1935,1900s,325010-12.0,12.0,One incident,,16 year old boy fell into thermal feature 200 yards north of King Geyser,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,212,QL 1,8.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1936,1936,1900s,325010-13.0,13.0,One incident,,36 year old man fell into thermal feature in West Thumb Geyser basin,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,213,QL 1,8.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
325010,Yellowstone,United States,44.43,-110.67,2805,Caldera,0,0,234,20692,N,,,,1949,1949,1900s,325010-14.0,14.0,One incident,,5 year old boy fell into thermal feature in West Thumb Geyser Basin,,1,Non-eruptive: Indirect/hydrothermal,(tour) Tourist,,Outside,213,QL 1,8.0,,,Within caldera,"Whittlesey, L.H. (1995) Death in Yellowstone, accidents and foolhardiness in the First National Park"
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10062,0,1823,,1823,1800s,10062-1.0,1.0,One incident,"Macdonald indicates that the flow advanced so rapidly on a coastal village that a few older persons and children were killed. Stearns does not mention fatalities, but quotes the report of Ellis that the sudden inundation burned one canoe and carried others out to sea.",Location based on map in Stearns (1926) and description of coastal village,Few,3,Lava flows,,,,144,QL 1,29.0,,,,Stearns (1926)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10079,2,1924,,1924,1900s,10079-1.0,1.0,One incident,Photographer hit by falling stones died that night from internal hemorrhage.,"Location based on description on HVO website, which gives location of victim at 450m from the crater. ",,1,Ballistics,(tour) Photographer,,Outside,185,QL 1,0.45,,,,http://hvo.wr.usgs.gov/kilauea/history/1924May18/
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10113,0,1975,,1975,1900s,10113-1.0,1.0,One incident,"M 7.2 earthquake created tsunami 2 hours before beginning of eruption. Extensive damage, subsidence and 2 deaths in Halape Park area when sea inundated acres of land.",-,,2,Non-eruptive: Tsunami,,,,,QL 1,16.0,,,,[BVE-15 (46-48)]
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,1993-04-19 00:00:00,1993,1900s,10119-1.0,1.0,One incident,"Man watching lava enter sea was swept away when new lava bench collapsed, sliding into the ocean near Kalapana.  At the same time, steam explosions threw incandescent blocks on the lava delta, injuring 22 other spectators.","The eruption did not occur from the summit crater, but the east rift zone. Distance of Kalapana where lavas entered sea is about 14km from the vent, but over 30km from the summit crater. About 20 people entered restricted area near Laeapuki to observe ocean entry. Lava bench collapsed, resulting in explosion of bombs, scalding water. Many injured and one man was seen falling into the ocean. Victim was Vietnamese tourist. ",,1,Eruption (unknown element),(tour) Tourist,,Outside,145,QL 1,32.0,,,14,[GVN BULL. 18:3-4 (1993)] Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,,1983,1900s,10119-2.0,2.0,One incident,Two hikers died above lava bench after possibly inhaling hot gases or being scalded by hot water.,-,,2,Gas,(tour) Tourists (hikers),,Outside,,QL 3,,,,,[GVN Bull. 25:10 (2000)]
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,1992,1992,1900s,10119-3.0,3.0,One incident,,"Two people taking a steam bath in vents half a mile from Kilauea crater slipped on mud and fell into the vent. One pulled himself out, the other, a US Fish and Wildlife Service volunteer, fell 20 feet down and died in the scalding heat.",,1,Indirect (Eruptive) - Hydrothermal/Fall,(sci) US Fish and Wildlife Service volunteer,,Outside,,QL 1,0.8,,,,"Various online news arcticles, including: http://community.seattletimes.nwsource.com/archive/?date=19920226&slug=1477840,[]"
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,May 1993,1993,1900s,10119-4.0,4.0,One incident,,A Japanese tourist died after falling into an active lava tube. ,,1,Indirect (Eruptive) - Falls/Lava,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,June 1993,1993,1900s,10119-5.0,5.0,One incident,,A 43-year old teacher died from a heart attack while guiding school students to lava flows. Dense fumes reported in area. ,,1,Gas,(tour) school teacher,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,June 1993,1993,1900s,10119-6.0,6.0,One incident,,An adult female tourist with asthma died from an asthma attack whilst in area of park known for its sulphur emissions,,1,Gas,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,June 1993,1993,1900s,10119-7.0,7.0,One incident,,A tourist died after falling 200 m into Kilauea caldera,,1,Indirect (Eruptive) - Falls,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,June 1993,1993,1900s,10119-8.0,8.0,One incident,,A tourist died after suffocation after falling into steam vent,,1,Indirect (Eruptive) - Gas,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,June 1994,1994,1900s,10119-9.0,9.0,One incident,,A 28 year old tourist died after falling into Halemaumau,,1,Indirect (Eruptive) - Falls,(tour) tourist,,Outside,247,QL 1,0.0,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,August 1995,1995,1900s,10119-10.0,10.0,One incident,,A 44 year old tourist with pre-existing heart and asthma conditions died of heart attack. Volcanic fumes reported as contributing factor.,,1,Gas,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,April 1998,1998,1900s,10119-11.0,11.0,One incident,,A 26 year old tourist guiding other tourists died after falling 10m onto cooling lava. Illegal tour entered restricted area. Steam fogged the glasses of the guide.,,1,Indirect (Eruptive) - Falls,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,November 2000,2000,2000s,10119-12.0,12.0,One incident,,A 41 year old female and 42 year old male tourist were found 40 m from ocean entry. Cause of death was volcanic gas. ,,2,Gas,(tour) tourists,Group,Outside,,QL 3,,,,,Heggie (2005)
332010,Kilauea,United States,19.421,-155.287,1222,Shield,3122,3122,8495,169550,N,10119,1,1983,October 2002,2002,2000s,10119-13.0,13.0,One incident,,"A 45 year old tourist was found dead near active lavas. Although burned, cause of death was volcanic gas. The woman had apre-existing cardiac condition.",,1,Gas,(tour) tourist,,Outside,,QL 3,,,,,Heggie (2005)
332020,Mauna Loa,United States,19.475,-155.608,4170,Shield,45,45,1906,175315,N,10196,2,1868,,1868,1800s,10196-1.0,1.0,Multiple incidents separated due to different fatal cause,"Earthquake during eruption generated tsunamis; heavy rains produced mudflows. 46 killed by tsunami, 31 by mudflows.",-,,46,Tsunami,,,,,QL 3,,,,,"[HITCHCOCK, 1909(107)]"
332020,Mauna Loa,United States,19.475,-155.608,4170,Shield,45,45,1906,175315,N,10196,2,1868,,1868,1800s,10196-2.0,2.0,Multiple incidents separated due to different fatal cause,"Earthquake during eruption generated tsunamis; heavy rains produced mudflows. 46 killed by tsunami, 31 by mudflows.",-,,31,Lahars,,,,,QL 3,,,,,"[HITCHCOCK, 1909(107)]"
332040,Hualalai,United States,19.692,-155.87,2523,Shield,35906,35906,46959,166240,N,10253,0,1784,,1784,1700s,10253-1.0,1.0,One incident,"A number of lives were said to be lost as a result of the Kaupulehu lava flow, although this report first appeared in 1844 after earlier reports mentioned no fatalities.","Location is unknown, but flow length from vent to coast is about 15km and from google earth volcano marker is about 19km.",Unknown,15,Lava flows,,,,,QL 2,,19.0,<19,15,[Kauahikaua  (2000)]
332040,Hualalai,United States,19.692,-155.87,2523,Shield,35906,35906,46959,166240,N,10254,0,1800,,1800,1800s,10254-1.0,1.0,One incident,"A mother and her child were reported to be killed when lava flows surrounded their hut at night.  This report did not appear until 1844, after other reports noting no fatalities.  ",The Kaupulehu lava flow is also described as from 1800. Flow length about 15km from vent/19km from google place marker,,2,Lava flows,,Group,,,QL 2,,19.0,<19,15,
341040,Colima,Mexico,19.514,-103.62,3850,Stratovolcano(es),76,746,303490,1494790,N,10413,3,1576,,1576,1500s,10413-1.0,1.0,One incident,"Strong explosive eruption, great destruction of land. Deaths reported - number unknown.",-,Unknown,15,Eruption (unknown element),,,,,QL 3,,,,,[Breton et al. (2002)]
341040,Colima,Mexico,19.514,-103.62,3850,Stratovolcano(es),76,746,303490,1494790,N,10415,3,1590,,1590,1500s,10415-1.0,1.0,One incident,An explosive eruption was followed by a plague that killed many native residents.,Disease following eruption.,Many,100,Indirect (Eruptive) - Disease,,,,,QL 3,,,,,[Breton et al. (2002)]
341040,Colima,Mexico,19.514,-103.62,3850,Stratovolcano(es),76,746,303490,1494790,N,10436,4,1818,,1818,1800s,10436-1.0,1.0,One incident,Medina lists fatalities and property damage.  Servando de la Cruz suggests deaths could be due to starvation and disease after the eruption.,Famine and disease following eruption.,Unknown,15,Indirect (Eruptive) - Famine and disease,,,,,QL 3,,,,,
341040,Colima,Mexico,19.514,-103.62,3850,Stratovolcano(es),76,746,303490,1494790,N,10459,5,1913,,1913,1900s,10459-1.0,1.0,One incident,At least 8 persons died following the January 20 plinian eruption from burns produced when they walked and collapsed in hot pyroclastic-flow deposits or were buried by collapsing walls of hot deposits in river valleys. Four or five persons died from an explosion when hot pyroclastic-flow debris forming a dam collapsed into the water. One person was killed by secondary lahars.,Luhr and Carmichael (1980) describe ash flows to 8 km NE of the volcano.,13?,13,PDCs,,,,,QL 2,,8.0,<8,,"Luhr and Carmichael (1980),[K-97, S-10]"
341060,Michoacán-Guanajuato,Mexico,19.85,-101.75,3860,Cinder cone(s),5783287,5783287,5783287,5783287,N,10486,4,1943,,1943,1900s,10486-1.0,1.0,One incident,"Deaths included killings of refugees by new neighbors, murders in land disputes after the eruption, and deaths in the refugee communities from disease and lack of will to live. There were 3 deaths caused by lightning associated with eruptive activity.",3 direct fatalities,,3,Lightning,,,,,QL 3,,,,,[Luhr & Simkin (1993)]
341090,Popocatépetl,Mexico,19.023,-98.622,5426,Stratovolcano(es),325,2584,634054,26509510,N,10551,3,1996,,1996,1900s,10551-1.0,1.0,One incident,"Five climbers, who had disregarded restrictions against climbing the volcano, were killed by an explosion on April 30.","SI Bulletin (04/1996, BGVN 21:04) describes bodies of climbers found a few hundred meters below the NE crater rim.",,5,Ballistics,(tour) Tourists (climbers),Group,Outside,146,QL 1,0.3,,,,"SI bulletin,[GVN Bull. 21:4 (1996)]"
341120,"Chichón, El",Mexico,17.36,-93.228,1150,Lava dome(s),3759,11000,143015,3570632,N,10610,5,1982,1982-05-26 00:00:00,1982,1900s,10610-1.0,1.0,Multiple incidents separated due to different fatal cause,Failure of pumice dam from pyroclastic flow caused rapid drainage of lake at Francisco Leon.  One worker at hydroelectric plant downstream killed.,"Pyroclastic flow dam that had led to formation of 5 km long hot lake failed releasing hot flood. Most evacuated. One killed at hydroelectric dam Penitas. Location in Macias et al 2004.SI Bulletin (05/1982, SEAN 07:05) describes death at hydroelectric plant 35 km downstream",,1,Secondary lahars,Hydroelectric worker,,,228,QL 1,26.4,,,,"Macias et al 2004 GSA bulletin. The 26 May 1982 breakout flows derived from failure of a volcanic
dam at El Chicho´n, Chiapas, Mexico,[]"
341120,"Chichón, El",Mexico,17.36,-93.228,1150,Lava dome(s),3759,11000,143015,3570632,N,10610,5,1982,28 or 29 March 1982,1982,1900s,10610-2.0,2.0,Multiple incidents separated due to different fatal cause,,Heavy tephra fall including incandescent tephra fall and ballistics lead to many roof collapses and fires killing many on north flanks. ,Many,100,Tephra,Residents,,,,QL 3,,,,,"SEAN 07:03; Global Volcanism Program, 1982. Report on El Chichon (Mexico). In: McClelland, L (ed.), Scientific Event Alert Network Bulletin, 7:3. Smithsonian Institution. http://dx.doi.org/10.5479/si.GVP.SEAN198203-341120. ,[]"
341120,"Chichón, El",Mexico,17.36,-93.228,1150,Lava dome(s),3759,11000,143015,3570632,N,10610,5,1982,28 or 29 March 1982,1982,1900s,10610-3.0,3.0,Multiple incidents separated due to different fatal cause,,"An associated earthquake also lead to church collapse killing 10 in Nicapa on NE flank. SEAN07:03, distance listed as 7km in SEAN 07.03, position taken from Macias et al 2004 where scale appears incorrect.",,10,Seismicity,Residents sheltering in church,Yes - one church,Inside,229,QL 1,7.0,,,,"SEAN 07:03, Macias et al. (2004)"
341120,"Chichón, El",Mexico,17.36,-93.228,1150,Lava dome(s),3759,11000,143015,3570632,N,10610,5,1982,1982-04-04 00:00:00,1982,1900s,10610-4.0,4.0,Multiple incidents separated due to different fatal cause,"1,755 missing and 124 dead mostly in pyroclastic flows.  Other estimates range up to 2,000.  Two caretakers at dam construction killed by lahar, 11 killed when dam created by pyroclastic flow broke.  Government sources list 187 fatalities (including 4/04), but do not include missing persons.  Most of casualties on N side were due to fires started by incandescent tephra and building collapse due to earthquakes. 32 soldiers and 1 geologist killed by pyroclastic flow that overran Francisco Leon, 5 km SW of summit.","The description in SI Bulletin (05/1982, SEAN 07:05) suggests significant loss of life by pyroclastic flows in Francisco Leon as half of village (~500) had remained in the village and were described as missing. Up to 2000 deaths seems common consensus (e.g. Sigurdsson et al, 1984) who describes 9 villages destroyed and up to 2000 deaths through pyroclastic flows. ",<2000,2000,PDCs,"(sci) (emerg) 1 geologist, 32 soldiers, Residents",,,149,QL 1,5.0,,,,"SI Bulletin; Macias et al. (2004); Sigurdsson et al. (1984).,[TILLING (1984)]"
342090,Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,1373,54332,1016339,7677809,N,10727,4,1974,,1974,1900s,10727-2.0,2.0,Two incidents separated due to different fatal cause,"Deaths caused by a shower of bombs.  2-3 killed by ""hot water and mud.""  Although there were few casualties, thousands abandoned their houses, many of which were destroyed by the weight of ash.",Cannot find mention of fatalities in SI bulletins.,Unknown,15,Ballistics,,,,,QL 3,,,,,[BONIS 1994 (P.C.)]
342030,Santa María,Guatemala,14.756,-91.552,3772,Stratovolcano,8675,119462,1259600,6197420,N,10624,6,1902,,1902,1900s,10624-1.0,1.0,Multiple incidents separated due to different fatal cause,"Sapper says that hundreds of people were killed in collapsing houses. One source says 10 villages of 50-5,000 inhabitants each were buried beneath tons of volcanic debris.  At one plantation 11 km from the volcano, 105 of 112 laborers died.  At a village over 350 died, suffocated by deadly fumes. Anderson suggested 2-3,000 killed and many more (i.e. >2,000) died in subsequent malaria outbreak because ashfall killed birds but not mosquitoes. Both Coleman and Wilcoxson give estimates of 6,000 killed; Witham estimates 5,000-10,000 deaths from disease.",-,2000?,2000,Tephra,,,Inside - roof collapse,,QL 3,,,,,
